Datetime,Branch,Gender,Age,NPS,CSI,Loyalty,CES,Registration,Doctor Consultation,Nurse Service,Pharmacy Service,Laboratory,Emergency Response,Billing Process,Facility Cleanliness,Staff Friendliness,Waiting Time,Improvement_Feedback
18/07/2025 03.28,Always Healthy Hospital Yogyakarta,Female,39,7,4,5,4,4,4,5,4,4,4,4,4,4,4,service good
21/07/2025 05.14,Always Healthy Hospital Tangerang,Male,48,6,3,4,3,3,5,4,4,5,4,3,4,3,3,service good
15/07/2025 13.11,Always Healthy Hospital Bogor,Female,34,10,4,4,3,4,4,3,4,3,4,3,3,4,4,service good
23/07/2025 08.46,Always Healthy Hospital Depok,Male,41,9,3,4,4,4,4,3,4,4,4,4,4,5,4,service good
25/07/2025 15.44,Always Healthy Hospital Bogor,Female,44,9,5,5,4,4,5,5,4,4,4,4,5,4,4,service good
30/08/2025 14.47,Always Healthy Hospital Batam,Male,39,10,4,5,3,5,4,3,4,4,4,4,4,4,3,service good
13/08/2025 05.23,Always Healthy Hospital Tangerang,Female,34,5,3,4,3,3,3,3,3,4,3,2,3,4,3,improve Billing Process
21/08/2025 21.42,Always Healthy Hospital Balikpapan,Male,36,5,4,5,4,4,5,5,5,5,5,4,4,4,5,service good
18/08/2025 06.48,Always Healthy Hospital Batam,Female,65,9,4,4,4,3,4,4,3,5,3,4,5,4,4,service good
18/08/2025 12.48,Always Healthy Hospital Jakarta,Male,40,9,4,3,4,5,5,4,4,4,5,4,5,4,3,service good
20/08/2025 11.04,Always Healthy Hospital Bandung,Female,59,10,3,4,5,4,3,4,3,3,4,3,4,4,3,service good
03/08/2025 11.34,Always Healthy Hospital Malang,Male,31,7,4,4,4,2,4,3,4,4,4,4,3,4,3,improve Registration
28/08/2025 12.46,Always Healthy Hospital Malang,Female,33,9,4,4,5,4,4,4,3,5,4,4,5,5,5,service good
24/08/2025 18.55,Always Healthy Hospital Bandung,Male,65,9,5,4,5,5,4,4,5,5,4,4,5,4,4,service good
31/08/2025 12.42,Always Healthy Hospital Makassar,Female,58,10,5,4,4,5,4,4,4,4,4,3,4,4,4,service good
04/08/2025 01.54,Always Healthy Hospital Jakarta,Male,36,7,4,5,4,4,5,4,5,4,4,4,5,4,4,service good
06/08/2025 08.05,Always Healthy Hospital Pekanbaru,Female,29,10,5,4,4,4,4,3,5,4,4,4,4,5,3,service good
15/08/2025 13.24,Always Healthy Hospital Manado,Male,23,7,4,4,3,4,4,3,5,3,3,3,4,4,3,service good
16/08/2025 03.06,Always Healthy Hospital Banjarmasin,Female,22,7,5,3,4,5,4,4,4,4,3,4,4,4,3,service good
07/08/2025 18.15,Always Healthy Hospital Yogyakarta,Male,42,9,4,4,3,4,4,4,4,4,4,3,4,5,4,service good
11/08/2025 20.44,Always Healthy Hospital Malang,Female,59,9,4,4,4,4,4,5,4,3,4,4,5,4,5,service good
17/08/2025 01.11,Always Healthy Hospital Bogor,Male,60,6,4,3,4,4,4,3,4,5,4,3,4,3,3,service good
05/08/2025 21.10,Always Healthy Hospital Yogyakarta,Female,26,5,3,4,4,4,5,4,3,3,5,4,4,4,4,service good
28/08/2025 23.12,Always Healthy Hospital Medan,Male,30,10,4,3,3,3,3,3,2,3,3,3,3,3,3,improve Pharmacy Service
20/08/2025 11.19,Always Healthy Hospital Jakarta,Female,38,7,5,4,5,5,5,5,5,4,5,4,4,5,4,service good
13/08/2025 19.48,Always Healthy Hospital Manado,Male,32,6,4,3,4,4,4,4,3,4,4,3,4,4,5,service good
09/08/2025 21.25,Always Healthy Hospital Makassar,Female,56,10,4,3,3,3,5,3,4,3,3,3,4,3,3,service good
25/08/2025 01.46,Always Healthy Hospital Manado,Male,28,8,4,3,4,3,3,4,4,3,4,4,5,4,3,service good
17/08/2025 22.06,Always Healthy Hospital Denpasar,Female,54,10,4,4,4,4,4,4,4,4,3,3,3,5,4,service good
31/08/2025 16.14,Always Healthy Hospital Balikpapan,Male,42,2,4,3,4,3,4,4,5,4,4,3,5,4,4,service good
29/08/2025 09.06,Always Healthy Hospital Pekanbaru,Female,23,7,4,4,5,4,3,4,3,5,4,3,4,4,3,service good
15/08/2025 18.41,Always Healthy Hospital Denpasar,Male,41,10,4,3,4,5,4,4,5,3,4,4,4,4,3,service good
23/08/2025 00.39,Always Healthy Hospital Manado,Female,43,9,4,5,4,3,3,5,5,4,4,3,4,4,3,service good
27/08/2025 09.35,Always Healthy Hospital Bandung,Male,47,9,4,4,4,4,5,5,4,4,4,4,4,4,3,service good
22/08/2025 11.16,Always Healthy Hospital Medan,Female,47,9,4,3,4,3,3,4,4,4,5,3,3,4,4,service good
05/08/2025 05.12,Always Healthy Hospital Palembang,Male,45,9,4,4,4,4,5,5,4,4,4,4,3,4,4,service good
09/08/2025 02.19,Always Healthy Hospital Banjarmasin,Female,51,10,4,3,3,3,3,3,3,3,3,3,3,4,3,service good
21/08/2025 14.21,Always Healthy Hospital Pekanbaru,Male,37,1,3,2,4,3,4,4,4,3,4,3,3,4,3,service good
25/08/2025 19.32,Always Healthy Hospital Jakarta,Female,53,9,3,2,2,3,2,3,3,3,4,3,3,2,2,"improve Doctor Consultation, Staff Friendliness, Waiting Time"
21/08/2025 13.52,Always Healthy Hospital Malang,Male,46,9,4,4,4,4,3,4,3,4,4,3,3,4,3,service good
12/08/2025 16.12,Always Healthy Hospital Bekasi,Female,35,10,5,4,4,4,4,5,4,4,4,4,5,4,4,service good
17/08/2025 07.29,Always Healthy Hospital Jakarta,Male,36,4,4,4,4,3,3,4,4,3,4,4,3,4,3,service good
16/08/2025 02.04,Always Healthy Hospital Surabaya,Female,48,0,3,3,3,2,3,3,4,3,3,2,3,2,2,"improve Registration, Billing Process, Staff Friendliness, Waiting Time"
07/08/2025 01.41,Always Healthy Hospital Banjarmasin,Male,23,7,4,4,4,4,5,3,3,4,4,4,4,4,4,service good
09/08/2025 09.50,Always Healthy Hospital Pekanbaru,Female,49,9,5,5,4,4,5,4,5,4,4,4,4,5,5,service good
15/08/2025 23.31,Always Healthy Hospital Yogyakarta,Male,38,7,4,4,4,5,4,4,4,4,3,4,4,4,3,service good
15/08/2025 03.54,Always Healthy Hospital Depok,Female,43,0,4,4,4,4,3,3,4,5,5,4,4,4,3,service good
20/08/2025 10.53,Always Healthy Hospital Makassar,Male,24,9,3,3,3,3,3,3,3,4,4,3,3,3,3,service good
27/08/2025 20.15,Always Healthy Hospital Balikpapan,Female,44,9,3,3,4,4,4,4,5,5,4,3,4,3,4,service good
07/08/2025 10.23,Always Healthy Hospital Semarang,Male,36,10,3,3,4,4,3,5,4,3,3,3,3,3,3,service good
19/08/2025 09.05,Always Healthy Hospital Bogor,Female,44,3,3,3,3,4,4,3,3,3,4,3,3,3,3,service good
06/08/2025 08.23,Always Healthy Hospital Malang,Male,32,0,3,4,4,3,4,3,3,3,4,4,4,4,4,service good
31/08/2025 12.30,Always Healthy Hospital Banjarmasin,Female,39,8,4,3,4,3,3,3,3,3,3,4,4,4,3,service good
10/08/2025 20.39,Always Healthy Hospital Palembang,Male,33,4,4,4,4,4,4,4,4,4,4,3,4,4,3,service good
11/08/2025 22.10,Always Healthy Hospital Balikpapan,Female,36,8,3,4,4,4,3,3,3,3,4,3,2,3,3,improve Facility Cleanliness
08/08/2025 14.39,Always Healthy Hospital Surabaya,Male,23,6,3,4,4,4,4,3,4,3,3,3,3,4,3,service good
16/08/2025 13.38,Always Healthy Hospital Bekasi,Female,51,9,4,4,4,4,5,4,4,4,4,4,4,4,4,service good
23/08/2025 16.54,Always Healthy Hospital Jakarta,Male,47,9,4,4,4,4,4,5,4,3,5,4,3,4,4,service good
04/08/2025 02.50,Always Healthy Hospital Batam,Female,29,10,4,4,4,4,5,4,4,4,3,4,4,4,4,service good
06/08/2025 09.57,Always Healthy Hospital Malang,Male,34,4,4,4,5,4,4,5,4,4,3,5,5,4,4,service good
03/08/2025 14.25,Always Healthy Hospital Pekanbaru,Female,30,7,4,4,5,5,5,5,3,5,5,4,4,4,4,service good
08/08/2025 14.36,Always Healthy Hospital Depok,Male,52,9,4,4,4,5,4,4,5,5,5,4,5,5,4,service good
28/08/2025 12.50,Always Healthy Hospital Medan,Female,58,8,4,4,4,3,4,4,4,3,4,4,3,4,3,service good
22/08/2025 02.59,Always Healthy Hospital Surabaya,Male,41,10,4,4,4,3,3,4,4,4,5,3,3,4,4,service good
07/08/2025 15.30,Always Healthy Hospital Bogor,Female,28,8,4,4,4,4,4,4,4,4,4,3,3,5,3,service good
01/08/2025 01.08,Always Healthy Hospital Bekasi,Male,53,8,4,4,4,4,4,4,4,3,3,3,4,3,3,service good
19/08/2025 02.45,Always Healthy Hospital Malang,Female,62,9,4,4,4,3,4,4,4,4,5,4,3,4,3,service good
03/08/2025 11.33,Always Healthy Hospital Yogyakarta,Male,24,10,4,4,4,4,4,3,4,4,5,4,4,4,4,service good
26/08/2025 06.42,Always Healthy Hospital Jakarta,Female,32,10,4,4,4,4,4,4,4,4,4,5,4,4,3,service good
11/08/2025 08.13,Always Healthy Hospital Denpasar,Male,56,9,4,4,4,4,4,3,4,4,4,4,4,4,4,service good
09/08/2025 06.10,Always Healthy Hospital Balikpapan,Female,61,9,4,4,4,5,5,3,3,4,4,4,4,4,4,service good
20/08/2025 06.04,Always Healthy Hospital Batam,Male,41,8,3,4,4,3,5,3,3,4,2,3,3,4,3,improve Emergency Response
14/08/2025 05.08,Always Healthy Hospital Bandung,Female,36,7,4,3,3,3,3,3,3,4,4,3,3,4,3,service good
14/08/2025 06.14,Always Healthy Hospital Jakarta,Male,59,7,5,4,5,4,4,4,4,5,4,4,4,5,4,service good
17/08/2025 21.25,Always Healthy Hospital Pekanbaru,Female,64,5,3,4,4,4,3,4,4,4,4,3,4,3,3,service good
12/08/2025 15.43,Always Healthy Hospital Balikpapan,Male,61,9,4,4,4,5,5,3,4,5,4,4,4,4,3,service good
04/08/2025 15.59,Always Healthy Hospital Pekanbaru,Female,55,7,3,3,4,4,3,4,3,4,3,3,4,4,3,service good
09/08/2025 09.00,Always Healthy Hospital Denpasar,Male,56,8,4,4,5,4,4,4,3,3,3,4,4,4,4,service good
05/08/2025 20.39,Always Healthy Hospital Surabaya,Female,24,2,4,4,5,4,4,4,5,5,4,3,3,4,3,service good
05/08/2025 21.08,Always Healthy Hospital Denpasar,Male,36,9,4,4,4,5,5,3,4,4,4,4,4,4,3,service good
05/08/2025 18.48,Always Healthy Hospital Tangerang,Female,40,9,3,3,4,4,3,3,4,4,3,3,3,3,4,service good
18/08/2025 13.22,Always Healthy Hospital Denpasar,Male,55,7,4,4,4,3,4,3,4,4,4,4,4,3,4,service good
04/08/2025 17.28,Always Healthy Hospital Denpasar,Female,32,9,4,3,4,3,3,4,5,4,4,4,3,3,4,service good
11/08/2025 18.57,Always Healthy Hospital Padang,Male,54,10,4,4,4,5,5,4,4,5,4,5,4,4,4,service good
24/08/2025 05.56,Always Healthy Hospital Pekanbaru,Female,21,9,3,4,4,4,4,4,3,3,4,4,3,4,4,service good
25/08/2025 18.31,Always Healthy Hospital Denpasar,Male,45,3,3,4,3,4,4,3,3,4,3,4,4,4,3,service good
24/08/2025 09.44,Always Healthy Hospital Bekasi,Female,40,10,5,4,5,4,4,4,4,5,5,4,5,5,4,service good
07/08/2025 06.45,Always Healthy Hospital Semarang,Male,23,10,4,4,4,4,4,4,4,3,4,4,3,4,4,service good
03/08/2025 10.40,Always Healthy Hospital Surabaya,Female,37,7,4,3,3,4,4,3,4,3,4,2,4,3,4,improve Billing Process
12/08/2025 17.18,Always Healthy Hospital Bogor,Male,21,10,4,4,4,3,4,3,5,5,4,4,4,4,4,service good
26/08/2025 21.08,Always Healthy Hospital Palembang,Female,56,9,5,5,5,5,5,5,4,5,4,4,5,4,4,service good
23/08/2025 06.30,Always Healthy Hospital Batam,Male,41,9,4,4,4,3,4,2,3,4,4,3,4,4,3,improve Nurse Service
29/08/2025 08.34,Always Healthy Hospital Jakarta,Female,54,9,4,4,4,3,3,4,4,3,4,3,4,4,3,service good
18/08/2025 13.32,Always Healthy Hospital Surabaya,Male,60,10,4,5,4,4,3,4,4,4,4,3,4,4,3,service good
07/08/2025 21.10,Always Healthy Hospital Palembang,Female,44,10,4,4,4,4,3,4,5,4,5,3,4,4,4,service good
06/08/2025 13.50,Always Healthy Hospital Batam,Male,46,10,4,4,4,3,4,4,5,3,4,5,4,5,4,service good
04/08/2025 19.09,Always Healthy Hospital Batam,Female,32,10,4,4,4,4,4,4,4,5,4,3,3,4,3,service good
25/08/2025 07.44,Always Healthy Hospital Denpasar,Male,49,9,4,4,4,4,5,4,5,5,4,4,5,5,4,service good
12/08/2025 16.13,Always Healthy Hospital Depok,Female,47,8,4,4,4,4,4,2,4,3,3,3,4,3,3,improve Nurse Service
20/08/2025 12.02,Always Healthy Hospital Bekasi,Male,43,9,5,5,4,4,4,5,5,5,4,4,5,5,4,service good
19/08/2025 01.42,Always Healthy Hospital Padang,Female,49,7,4,3,3,3,4,4,3,3,3,3,4,4,3,service good
10/08/2025 11.53,Always Healthy Hospital Manado,Male,52,9,4,5,4,5,4,5,4,4,4,3,4,5,3,service good
03/08/2025 06.13,Always Healthy Hospital Tangerang,Female,54,10,4,4,4,4,5,5,4,4,4,4,4,3,4,service good
19/08/2025 11.38,Always Healthy Hospital Semarang,Male,29,10,3,4,3,3,3,3,3,3,4,3,4,4,3,service good
19/08/2025 12.12,Always Healthy Hospital Surabaya,Female,40,10,4,4,4,4,4,5,5,4,4,4,4,4,4,service good
01/08/2025 00.59,Always Healthy Hospital Semarang,Male,52,9,4,4,4,5,4,4,4,3,4,3,4,4,3,service good
21/08/2025 04.47,Always Healthy Hospital Balikpapan,Female,64,10,4,4,3,4,4,4,3,3,4,3,5,4,4,service good
19/08/2025 04.25,Always Healthy Hospital Medan,Male,64,9,4,3,3,3,3,4,3,3,4,3,3,3,4,service good
30/08/2025 04.10,Always Healthy Hospital Semarang,Female,39,9,4,3,4,3,4,4,4,5,4,3,3,5,3,service good
21/08/2025 04.16,Always Healthy Hospital Padang,Male,55,7,5,5,5,4,5,3,4,5,4,4,4,4,4,service good
19/08/2025 20.24,Always Healthy Hospital Palembang,Female,51,10,4,4,4,4,5,4,4,5,5,4,4,4,4,service good
29/08/2025 19.04,Always Healthy Hospital Banjarmasin,Male,45,8,4,4,4,4,4,3,3,4,3,3,3,4,3,service good
19/08/2025 07.42,Always Healthy Hospital Depok,Female,51,1,4,4,5,5,5,5,4,5,5,4,5,5,4,service good
01/08/2025 03.29,Always Healthy Hospital Tangerang,Male,56,7,4,5,4,5,4,3,4,4,5,4,4,5,3,service good
30/08/2025 06.57,Always Healthy Hospital Jakarta,Female,38,8,4,3,4,5,4,4,4,4,5,4,4,4,4,service good
17/08/2025 17.23,Always Healthy Hospital Denpasar,Male,46,7,4,4,4,4,4,5,4,4,4,4,4,4,4,service good
29/08/2025 19.53,Always Healthy Hospital Bekasi,Female,32,7,4,3,4,4,4,4,3,4,4,4,4,5,3,service good
03/08/2025 19.10,Always Healthy Hospital Medan,Male,63,8,4,3,4,4,3,4,3,3,3,2,4,3,3,improve Billing Process
04/08/2025 03.02,Always Healthy Hospital Padang,Female,42,8,3,4,4,3,3,4,3,3,3,3,3,4,3,service good
29/08/2025 02.35,Always Healthy Hospital Bandung,Male,37,9,3,4,4,5,3,3,3,4,4,3,4,4,3,service good
07/08/2025 05.27,Always Healthy Hospital Medan,Female,26,7,4,4,4,3,4,4,4,4,4,4,4,4,3,service good
26/08/2025 04.12,Always Healthy Hospital Depok,Male,31,9,5,4,4,3,4,4,4,4,4,4,5,5,4,service good
22/08/2025 16.02,Always Healthy Hospital Yogyakarta,Female,22,9,4,4,5,4,4,4,4,4,4,3,5,5,4,service good
24/08/2025 07.46,Always Healthy Hospital Bekasi,Male,46,6,3,4,4,4,4,4,4,4,3,4,4,3,4,service good
28/08/2025 23.43,Always Healthy Hospital Banjarmasin,Female,64,10,4,4,4,3,4,4,5,4,4,3,4,4,4,service good
31/08/2025 07.20,Always Healthy Hospital Bogor,Male,39,8,3,3,3,4,4,4,4,4,4,2,3,3,3,improve Billing Process
06/08/2025 04.01,Always Healthy Hospital Batam,Female,24,9,3,3,3,2,4,3,3,4,2,2,4,3,3,"improve Registration, Emergency Response, Billing Process"
17/08/2025 07.10,Always Healthy Hospital Bogor,Male,28,10,4,4,4,4,5,3,5,5,4,4,4,3,4,service good
27/08/2025 20.09,Always Healthy Hospital Pekanbaru,Female,43,9,4,4,4,4,4,4,4,4,4,4,4,4,3,service good
22/08/2025 00.05,Always Healthy Hospital Batam,Male,55,7,4,3,4,3,4,3,4,4,4,4,4,4,4,service good
20/08/2025 17.28,Always Healthy Hospital Surabaya,Female,52,10,4,4,4,5,4,4,5,3,4,4,4,5,3,service good
05/08/2025 13.39,Always Healthy Hospital Denpasar,Male,27,1,4,4,5,4,5,4,4,4,4,4,4,4,4,service good
18/08/2025 02.34,Always Healthy Hospital Semarang,Female,59,10,4,4,3,3,3,3,3,2,4,3,4,3,2,"improve Laboratory, Waiting Time"
06/08/2025 00.25,Always Healthy Hospital Malang,Male,32,8,4,4,4,4,4,4,4,3,3,4,4,4,3,service good
11/08/2025 13.53,Always Healthy Hospital Pekanbaru,Female,59,10,4,4,3,4,4,4,3,3,3,3,4,4,4,service good
28/08/2025 20.42,Always Healthy Hospital Bogor,Male,56,7,3,4,4,4,4,3,5,3,4,3,4,4,3,service good
29/08/2025 15.22,Always Healthy Hospital Yogyakarta,Female,54,5,4,4,4,4,3,4,4,4,4,4,4,3,4,service good
03/08/2025 07.10,Always Healthy Hospital Bekasi,Male,58,9,4,4,4,3,4,4,3,4,4,4,4,3,3,service good
25/08/2025 06.03,Always Healthy Hospital Medan,Female,34,7,4,4,4,4,5,4,4,4,4,5,4,5,3,service good
10/08/2025 03.38,Always Healthy Hospital Surabaya,Male,48,8,5,4,4,4,4,4,4,4,5,4,4,4,4,service good
21/08/2025 11.11,Always Healthy Hospital Semarang,Female,28,9,4,4,3,4,4,3,3,4,3,3,4,3,3,service good
13/08/2025 23.57,Always Healthy Hospital Medan,Male,36,10,4,4,4,4,4,3,3,3,5,4,4,3,3,service good
16/08/2025 01.43,Always Healthy Hospital Bekasi,Female,23,7,5,5,5,4,5,5,4,5,5,4,5,3,5,service good
30/08/2025 04.39,Always Healthy Hospital Batam,Male,24,9,4,5,4,4,5,5,5,5,4,5,4,5,4,service good
25/08/2025 10.38,Always Healthy Hospital Manado,Female,39,10,4,5,5,5,4,4,4,4,4,3,4,4,4,service good
30/08/2025 00.22,Always Healthy Hospital Denpasar,Male,42,7,4,4,4,4,4,3,5,3,4,4,4,4,3,service good
08/08/2025 10.25,Always Healthy Hospital Bekasi,Female,56,7,4,3,4,3,4,4,4,5,3,4,4,4,4,service good
30/08/2025 07.25,Always Healthy Hospital Bogor,Male,38,1,4,4,4,3,4,4,5,3,4,4,5,4,4,service good
17/08/2025 14.29,Always Healthy Hospital Makassar,Female,30,6,3,4,4,4,4,3,3,5,4,4,4,4,4,service good
30/08/2025 03.16,Always Healthy Hospital Medan,Male,49,0,4,5,5,5,4,5,4,4,4,4,4,5,4,service good
31/08/2025 13.14,Always Healthy Hospital Semarang,Female,41,7,4,4,3,4,3,3,3,4,3,2,4,3,3,improve Billing Process
06/08/2025 03.50,Always Healthy Hospital Palembang,Male,52,1,4,3,4,4,3,5,3,4,4,4,3,3,3,service good
06/08/2025 21.34,Always Healthy Hospital Semarang,Female,33,9,4,3,4,3,4,4,3,4,2,4,4,3,3,improve Emergency Response
18/08/2025 09.06,Always Healthy Hospital Tangerang,Male,46,10,4,4,5,4,3,4,4,4,5,4,4,4,3,service good
27/08/2025 22.27,Always Healthy Hospital Palembang,Female,27,5,4,4,4,4,3,3,3,4,5,4,4,4,3,service good
19/08/2025 21.55,Always Healthy Hospital Palembang,Male,41,10,4,4,4,4,4,4,4,4,4,3,3,4,3,service good
23/08/2025 19.55,Always Healthy Hospital Yogyakarta,Female,24,7,4,4,4,5,4,4,5,4,4,3,4,5,4,service good
31/08/2025 04.24,Always Healthy Hospital Batam,Male,46,8,4,3,3,5,4,3,3,4,4,3,4,3,3,service good
18/08/2025 14.10,Always Healthy Hospital Bandung,Female,62,8,3,3,4,3,4,4,3,4,3,4,3,4,4,service good
02/08/2025 13.24,Always Healthy Hospital Bekasi,Male,55,10,4,4,4,4,4,4,4,4,3,3,4,3,4,service good
06/08/2025 05.22,Always Healthy Hospital Tangerang,Female,60,7,4,4,4,5,4,4,5,5,4,3,4,4,3,service good
16/08/2025 22.52,Always Healthy Hospital Malang,Male,51,9,5,5,5,4,5,4,4,3,5,4,5,4,4,service good
04/08/2025 05.31,Always Healthy Hospital Surabaya,Female,47,9,4,4,5,5,4,4,3,4,4,4,4,4,3,service good
10/08/2025 07.49,Always Healthy Hospital Yogyakarta,Male,34,3,4,4,4,5,4,4,4,4,4,4,5,5,5,service good
06/08/2025 21.00,Always Healthy Hospital Pekanbaru,Female,49,9,4,4,4,4,3,4,4,4,3,3,4,4,3,service good
01/08/2025 13.03,Always Healthy Hospital Bogor,Male,63,10,4,4,5,4,4,5,4,4,5,4,4,5,4,service good
09/08/2025 06.55,Always Healthy Hospital Semarang,Female,40,9,4,4,4,4,4,4,4,5,5,4,4,4,4,service good
03/08/2025 23.27,Always Healthy Hospital Palembang,Male,27,7,4,5,4,4,4,5,4,4,4,4,5,4,4,service good
12/08/2025 09.25,Always Healthy Hospital Pekanbaru,Female,64,7,5,5,5,4,4,3,5,4,5,4,5,5,4,service good
05/08/2025 13.41,Always Healthy Hospital Pekanbaru,Male,41,9,4,4,4,4,3,4,4,4,5,3,4,4,3,service good
15/08/2025 02.05,Always Healthy Hospital Tangerang,Female,27,8,4,5,4,3,4,5,4,4,3,4,4,4,4,service good
08/08/2025 12.56,Always Healthy Hospital Palembang,Male,31,10,3,4,4,4,4,3,4,3,4,4,5,3,3,service good
18/08/2025 20.34,Always Healthy Hospital Jakarta,Female,31,7,4,4,4,3,4,4,5,4,4,4,4,5,4,service good
20/08/2025 23.15,Always Healthy Hospital Jakarta,Male,65,3,3,4,4,4,4,3,4,3,3,3,4,4,3,service good
06/08/2025 17.29,Always Healthy Hospital Manado,Female,65,0,4,5,4,4,3,4,4,3,4,4,4,3,4,service good
21/08/2025 05.17,Always Healthy Hospital Depok,Male,48,8,4,3,4,4,3,3,4,4,4,3,4,4,3,service good
06/08/2025 00.03,Always Healthy Hospital Palembang,Female,21,8,4,4,4,5,5,3,4,4,5,3,4,3,4,service good
10/08/2025 08.18,Always Healthy Hospital Balikpapan,Male,52,9,3,4,3,5,3,3,4,4,4,4,3,3,4,service good
15/08/2025 13.37,Always Healthy Hospital Malang,Female,23,9,4,4,4,4,5,4,3,4,4,4,4,4,4,service good
25/08/2025 16.31,Always Healthy Hospital Banjarmasin,Male,26,7,4,4,4,4,5,5,4,4,4,3,5,5,4,service good
04/08/2025 10.15,Always Healthy Hospital Semarang,Female,45,5,4,3,4,4,4,4,5,3,4,3,3,4,4,service good
16/08/2025 12.16,Always Healthy Hospital Jakarta,Male,62,10,4,4,5,4,5,5,4,5,4,5,5,5,5,service good
02/08/2025 17.02,Always Healthy Hospital Batam,Female,38,9,4,4,4,4,4,3,4,4,4,4,4,3,4,service good
22/08/2025 00.13,Always Healthy Hospital Semarang,Male,36,10,5,5,5,5,5,5,5,5,4,4,4,5,5,service good
30/08/2025 02.59,Always Healthy Hospital Bekasi,Female,63,3,3,3,3,3,3,3,3,3,2,3,3,2,2,"improve Emergency Response, Staff Friendliness, Waiting Time"
12/08/2025 05.57,Always Healthy Hospital Semarang,Male,31,7,4,4,4,4,3,3,4,4,4,3,3,4,4,service good
05/08/2025 12.11,Always Healthy Hospital Tangerang,Female,45,10,5,5,5,5,5,4,4,4,4,4,5,4,4,service good
10/08/2025 07.33,Always Healthy Hospital Surabaya,Male,61,6,3,4,3,4,4,4,4,4,4,3,3,4,3,service good
15/08/2025 19.59,Always Healthy Hospital Batam,Female,64,9,4,4,4,4,3,5,5,4,5,5,4,4,5,service good
15/08/2025 06.36,Always Healthy Hospital Makassar,Male,38,7,4,3,4,5,4,4,4,4,4,4,4,4,4,service good
25/08/2025 20.58,Always Healthy Hospital Jakarta,Female,45,9,4,4,4,3,3,3,4,3,4,3,4,4,4,service good
15/08/2025 13.25,Always Healthy Hospital Yogyakarta,Male,38,9,4,4,4,4,4,4,3,3,4,4,3,3,3,service good
13/08/2025 11.50,Always Healthy Hospital Depok,Female,55,7,4,4,4,3,4,4,4,4,5,4,4,4,4,service good
22/08/2025 04.11,Always Healthy Hospital Yogyakarta,Male,51,10,3,4,4,4,3,5,4,5,4,3,4,3,4,service good
18/08/2025 13.43,Always Healthy Hospital Batam,Female,37,8,4,3,4,4,4,3,5,4,4,4,3,4,3,service good
19/08/2025 15.03,Always Healthy Hospital Balikpapan,Male,32,9,4,4,4,4,4,4,3,3,3,3,4,2,3,improve Staff Friendliness
02/08/2025 00.15,Always Healthy Hospital Batam,Female,29,10,5,5,4,4,5,5,5,5,4,5,5,4,4,service good
29/08/2025 00.58,Always Healthy Hospital Malang,Male,38,9,3,4,3,4,4,3,3,4,3,4,3,4,3,service good
28/08/2025 03.47,Always Healthy Hospital Manado,Female,31,6,3,3,3,3,3,4,3,3,3,3,3,4,3,service good
14/08/2025 04.52,Always Healthy Hospital Depok,Male,60,4,4,3,4,4,4,5,3,5,4,4,4,3,3,service good
28/08/2025 15.18,Always Healthy Hospital Bogor,Female,61,1,4,4,3,4,4,5,4,3,3,4,4,3,3,service good
14/08/2025 18.09,Always Healthy Hospital Pekanbaru,Male,59,3,4,4,4,4,4,4,3,5,4,4,3,4,3,service good
23/08/2025 19.58,Always Healthy Hospital Banjarmasin,Female,34,9,4,4,4,4,4,5,4,4,4,5,4,4,4,service good
07/08/2025 01.10,Always Healthy Hospital Padang,Male,42,10,5,5,5,5,4,4,4,4,5,5,5,5,5,service good
29/08/2025 17.38,Always Healthy Hospital Tangerang,Female,54,9,4,4,4,3,4,4,4,4,3,4,4,4,3,service good
11/08/2025 07.18,Always Healthy Hospital Bekasi,Male,42,10,4,4,4,3,4,3,3,5,4,4,3,4,3,service good
19/08/2025 07.34,Always Healthy Hospital Palembang,Female,39,8,4,5,4,3,4,3,5,4,4,4,5,4,4,service good
23/08/2025 04.25,Always Healthy Hospital Depok,Male,48,10,4,4,4,5,4,5,4,4,5,3,5,4,4,service good
02/08/2025 01.55,Always Healthy Hospital Jakarta,Female,47,8,4,5,4,5,3,4,4,4,4,3,4,3,4,service good
31/08/2025 03.46,Always Healthy Hospital Pekanbaru,Male,58,10,4,4,5,3,3,4,4,3,4,4,4,4,4,service good
26/08/2025 10.02,Always Healthy Hospital Malang,Female,26,9,5,4,4,4,4,4,4,5,4,4,4,4,4,service good
24/08/2025 07.44,Always Healthy Hospital Palembang,Male,49,10,4,4,4,4,3,4,4,3,4,4,4,4,4,service good
01/08/2025 00.03,Always Healthy Hospital Manado,Female,47,8,3,4,3,4,4,4,3,3,4,4,3,4,3,service good
01/08/2025 23.18,Always Healthy Hospital Banjarmasin,Male,25,8,4,4,3,4,4,4,4,4,4,4,4,3,3,service good
13/08/2025 15.48,Always Healthy Hospital Medan,Female,45,10,4,4,3,5,4,3,4,4,4,4,4,3,3,service good
11/08/2025 01.44,Always Healthy Hospital Bekasi,Male,64,10,4,4,4,4,4,4,4,4,4,4,3,4,3,service good
28/08/2025 22.29,Always Healthy Hospital Manado,Female,60,3,4,4,4,5,4,3,4,4,4,3,4,4,4,service good
16/08/2025 17.43,Always Healthy Hospital Depok,Male,41,10,3,4,4,5,3,4,4,4,3,3,4,3,3,service good
